Element, I1_1, Ang1_1, I1_2, Ang1_2, I1_3, Ang1_3, I1_4, Ang1_4, Iresid1, AngResid1, I2_1, Ang2_1, I2_2, Ang2_2, I2_3, Ang2_3, I2_4, Ang2_4, Iresid2, AngResid2
Line.LINE722, 1.02501E-009,   -26.11, 1.63385E-010,   -78.44,   0.245436,    71.77,          0,     0.00,   0.245436,    71.77, 1.02501E-009,   153.89, 1.63385E-010,   101.56,   0.245436,  -108.23,          0,     0.00,   0.245436,  -108.23
Line.LINE723,    2.71649,   -48.16,    1.61743,  -168.24,    2.07665,    71.77,          0,     0.00,   0.957402,   -23.45,    2.71649,   131.84,    1.61743,    11.76,    2.07665,  -108.23,          0,     0.00,   0.957402,   156.55
Line.LINE724, 2.17598E-009,   -31.03,    3.86485,  -168.23, 5.66906E-010,   -95.92,          0,     0.00,    3.86485,  -168.23, 2.17598E-009,   148.97,    3.86485,    11.77, 5.66906E-010,    84.08,          0,     0.00,    3.86485,    11.77
Line.LINE725,   0.458226,   -48.16, 2.63636E-011,  -105.00, 9.36877E-010,    96.24,          0,     0.00,   0.458226,   -48.16,   0.458226,   131.84, 2.63636E-011,    75.00, 9.36877E-010,   -83.76,          0,     0.00,   0.458226,   131.84
Line.LINE726, 6.00978E-009,    -8.91, 2.15368E-009,   180.00, 1.04125E-009,  -116.57,          0,     0.00, 3.80493E-009,   -29.31, 6.00978E-009,   171.09, 2.15368E-009,     0.00, 1.04125E-009,    63.43,          0,     0.00, 3.80493E-009,   150.69
Line.LINE727, 7.87572E-010,   -86.16,   0.131526,  -168.24, 1.40454E-009,   -84.05,          0,     0.00,   0.131526,  -168.24, 7.87572E-010,    93.84,   0.131526,    11.76, 1.40454E-009,    95.95,          0,     0.00,   0.131526,    11.76
Line.LINE728,   0.676067,   -48.17, 3.61556E-010,  -133.47, 6.73331E-010,    83.80,          0,     0.00,   0.676067,   -48.17,   0.676067,   131.83, 3.61556E-010,    46.53, 6.73331E-010,   -96.20,          0,     0.00,   0.676067,   131.83
Line.LINE729, 7.11008E-010,   -62.91, 8.4985E-010,  -111.73,   0.245436,    71.77,          0,     0.00,   0.245436,    71.77, 7.11008E-010,   117.09, 8.4985E-010,    68.27,   0.245436,  -108.23,          0,     0.00,   0.245436,  -108.23
Line.LINE730,    2.71649,   -48.16,    1.61743,  -168.24,    2.07665,    71.77,          0,     0.00,   0.957402,   -23.45,    2.71649,   131.84,    1.61743,    11.76,    2.07665,  -108.23,          0,     0.00,   0.957402,   156.55
Line.LINE731, 2.22744E-009,   -31.43,    3.86485,  -168.23, 5.85748E-010,   -96.42,          0,     0.00,    3.86485,  -168.23, 2.22744E-009,   148.57,    3.86485,    11.77, 5.85748E-010,    83.58,          0,     0.00,    3.86485,    11.77
Line.LINE732,   0.458226,   -48.16, 2.11568E-010,    94.19, 9.42623E-010,    98.88,          0,     0.00,   0.458226,   -48.16,   0.458226,   131.84, 2.11568E-010,   -85.81, 9.42623E-010,   -81.12,          0,     0.00,   0.458226,   131.84
Line.LINE733, 6.46603E-009,   -23.33, 2.26412E-009,  -162.03, 1.16415E-009,   180.00,          0,     0.00, 4.18164E-009,   -51.22, 6.46603E-009,   156.67, 2.26412E-009,    17.97, 1.16415E-009,     0.00,          0,     0.00, 4.18164E-009,   128.78
Line.LINE734, 1.43151E-009,   -39.07,   0.131526,  -168.24, 1.86832E-009,   -85.53,          0,     0.00,   0.131526,  -168.24, 1.43151E-009,   140.93,   0.131526,    11.76, 1.86832E-009,    94.47,          0,     0.00,   0.131526,    11.76
Line.LINE735,   0.676067,   -48.17, 4.03551E-010,  -141.37, 7.03062E-010,    83.46,          0,     0.00,   0.676067,   -48.17,   0.676067,   131.83, 4.03551E-010,    38.63, 7.03062E-010,   -96.54,          0,     0.00,   0.676067,   131.83
Line.LINE736, 1.03222E-009,   -19.78, 2.8886E-010,   -37.19,   0.245436,    71.77,          0,     0.00,   0.245436,    71.77, 1.03222E-009,   160.22, 2.8886E-010,   142.81,   0.245436,  -108.23,          0,     0.00,   0.245436,  -108.23
Line.LINE737,    2.71649,   -48.16,    1.61743,  -168.24,    2.07665,    71.77,          0,     0.00,   0.957402,   -23.45,    2.71649,   131.84,    1.61743,    11.76,    2.07665,  -108.23,          0,     0.00,   0.957402,   156.55
Line.LINE738, 2.23033E-009,   -30.19,    3.86485,  -168.23, 6.42925E-010,   -95.19,          0,     0.00,    3.86485,  -168.23, 2.23033E-009,   149.81,    3.86485,    11.77, 6.42925E-010,    84.81,          0,     0.00,    3.86485,    11.77
Line.LINE739,   0.458226,   -48.16, 8.42363E-011,   151.64, 7.0588E-010,    98.30,          0,     0.00,   0.458226,   -48.16,   0.458226,   131.84, 8.42363E-011,   -28.36, 7.0588E-010,   -81.70,          0,     0.00,   0.458226,   131.84
Line.LINE740, 4.89256E-009,   -34.82, 1.83539E-009,   165.30, 9.8953E-010,   151.93,          0,     0.00, 2.31096E-009,   -53.71, 4.89256E-009,   145.18, 1.83539E-009,   -14.70, 9.8953E-010,   -28.07,          0,     0.00, 2.31096E-009,   126.29
Line.LINE741, 9.82908E-010,   -27.80,   0.131526,  -168.24, 2.03727E-010,     0.00,          0,     0.00,   0.131526,  -168.24, 9.82908E-010,   152.20,   0.131526,    11.76, 2.03727E-010,   180.00,          0,     0.00,   0.131526,    11.76
Line.LINE742,   0.676067,   -48.17, 4.79532E-010,  -145.98, 8.18828E-010,    84.39,          0,     0.00,   0.676067,   -48.17,   0.676067,   131.83, 4.79532E-010,    34.02, 8.18828E-010,   -95.61,          0,     0.00,   0.676067,   131.83
Line.LINE743, 6.45536E-010,   -31.99, 3.33525E-010,    39.25,   0.245436,    71.77,          0,     0.00,   0.245436,    71.77, 6.45536E-010,   148.01, 3.33525E-010,  -140.75,   0.245436,  -108.23,          0,     0.00,   0.245436,  -108.23
Line.LINE744,    2.71649,   -48.16,    1.61743,  -168.24,    2.07665,    71.77,          0,     0.00,   0.957402,   -23.45,    2.71649,   131.84,    1.61743,    11.76,    2.07665,  -108.23,          0,     0.00,   0.957402,   156.55
Line.LINE745, 5.97263E-012,    72.13,    0.88809,  -168.23, 2.18468E-011,   -87.61,          0,     0.00,    0.88809,  -168.23, 5.97263E-012,  -107.87,    0.88809,    11.77, 2.18468E-011,    92.39,          0,     0.00,    0.88809,    11.77
Line.LINE746, 2.24075E-009,   -29.47,    2.97676,  -168.23, 2.91038E-011,   180.00,          0,     0.00,    2.97676,  -168.23, 2.24075E-009,   150.53,    2.97676,    11.77, 2.91038E-011,     0.00,          0,     0.00,    2.97676,    11.77
Line.LINE747,   0.458226,   -48.16, 1.67902E-010,    85.34, 1.16742E-009,    94.29,          0,     0.00,   0.458226,   -48.16,   0.458226,   131.84, 1.67902E-010,   -94.66, 1.16742E-009,   -85.71,          0,     0.00,   0.458226,   131.84
Line.LINE748, 4.37449E-009,   -25.20, 1.98099E-009,   169.85, 8.88501E-010,  -148.39,          0,     0.00, 2.34155E-009,   -57.69, 4.37449E-009,   154.80, 1.98099E-009,   -10.15, 8.88501E-010,    31.61,          0,     0.00, 2.34155E-009,   122.31
Line.LINE749, 1.49693E-009,   -41.38,   0.131526,  -168.24, 1.86628E-009,   -86.42,          0,     0.00,   0.131526,  -168.24, 1.49693E-009,   138.62,   0.131526,    11.76, 1.86628E-009,    93.58,          0,     0.00,   0.131526,    11.76
Line.LINE750,   0.676067,   -48.17, 2.4952E-010,  -137.88, 5.87553E-010,    82.17,          0,     0.00,   0.676067,   -48.17,   0.676067,   131.83, 2.4952E-010,    42.12, 5.87553E-010,   -97.83,          0,     0.00,   0.676067,   131.83
Line.LINE751, 3.05223E-010,   -98.40, 2.50018E-010,   -16.92,   0.245436,    71.77,          0,     0.00,   0.245436,    71.77, 3.05223E-010,    81.60, 2.50018E-010,   163.08,   0.245436,  -108.23,          0,     0.00,   0.245436,  -108.23
Line.LINE752,    2.71649,   -48.16,    1.61743,  -168.24, 1.57297E-009,    92.39,          0,     0.00,    2.36456,   -84.45,    2.71649,   131.84,    1.61743,    11.76, 1.57297E-009,   -87.61,          0,     0.00,    2.36456,    95.55
Line.LINE753, 5.80919E-010,   -36.49, 1.20039E-009,    26.76,    2.07665,    71.77,          0,     0.00,    2.07665,    71.77, 5.80919E-010,   143.51, 1.20039E-009,  -153.24,    2.07665,  -108.23,          0,     0.00,    2.07665,  -108.23
Line.LINE754, 2.41166E-012,   -45.00,    0.88809,  -168.23, 9.09495E-013,     0.00,          0,     0.00,    0.88809,  -168.23, 2.41166E-012,   135.00,    0.88809,    11.77, 9.09495E-013,   180.00,          0,     0.00,    0.88809,    11.77
Line.LINE755, 2.19617E-009,   -29.14,    2.97676,  -168.23, 4.69285E-010,    82.87,          0,     0.00,    2.97676,  -168.23, 2.19617E-009,   150.86,    2.97676,    11.77, 4.69285E-010,   -97.13,          0,     0.00,    2.97676,    11.77
Line.LINE756,   0.458226,   -48.16, 7.65071E-011,    58.86, 9.36877E-010,    96.24,          0,     0.00,   0.458226,   -48.16,   0.458226,   131.84, 7.65071E-011,  -121.14, 9.36877E-010,   -83.76,          0,     0.00,   0.458226,   131.84
Line.LINE757, 4.50358E-009,   -26.07, 7.45422E-010,   141.34, 9.59985E-010,   104.04,          0,     0.00, 3.28255E-009,   -10.21, 4.50358E-009,   153.93, 7.45422E-010,   -38.66, 9.59985E-010,   -75.96,          0,     0.00, 3.28255E-009,   169.79
Line.LINE758, 4.20261E-010,   -73.92,   0.131526,  -168.24, 4.79993E-010,    75.96,          0,     0.00,   0.131526,  -168.24, 4.20261E-010,   106.08,   0.131526,    11.76, 4.79993E-010,  -104.04,          0,     0.00,   0.131526,    11.76
Line.LINE759,   0.676067,   -48.17, 2.66555E-010,  -133.10, 8.17534E-010,    85.41,          0,     0.00,   0.676067,   -48.17,   0.676067,   131.83, 2.66555E-010,    46.90, 8.17534E-010,   -94.59,          0,     0.00,   0.676067,   131.83
Line.LINE760, 1.20727E-010,    96.05, 3.32219E-010,  -174.34,   0.245436,    71.77,          0,     0.00,   0.245436,    71.77, 1.20727E-010,   -83.95, 3.32219E-010,     5.66,   0.245436,  -108.23,          0,     0.00,   0.245436,  -108.23
Line.LINE761,    2.71649,   -48.16,    1.61743,  -168.24, 1.34004E-009,    92.49,          0,     0.00,    2.36456,   -84.45,    2.71649,   131.84,    1.61743,    11.76, 1.34004E-009,   -87.51,          0,     0.00,    2.36456,    95.55
Line.LINE762, 5.78161E-010,   -36.42, 1.21633E-009,    26.73,    2.07665,    71.77,          0,     0.00,    2.07665,    71.77, 5.78161E-010,   143.58, 1.21633E-009,  -153.27,    2.07665,  -108.23,          0,     0.00,    2.07665,  -108.23
Line.LINE763, 1.23775E-009,   -38.98,    2.97676,  -168.23, 9.3314E-010,    93.58,          0,     0.00,    2.97676,  -168.23, 1.23775E-009,   141.02,    2.97676,    11.77, 9.3314E-010,   -86.42,          0,     0.00,    2.97676,    11.77
Line.LINE764,   0.458226,   -48.16, 2.37864E-010,   118.43, 7.03928E-010,    97.13,          0,     0.00,   0.458226,   -48.16,   0.458226,   131.84, 2.37864E-010,   -61.57, 7.03928E-010,   -82.87,          0,     0.00,   0.458226,   131.84
Line.LINE765, 3.87868E-009,   -26.76, 1.141E-009,   174.14, 8.39483E-010,  -146.31,          0,     0.00, 2.65468E-009,   -52.13, 3.87868E-009,   153.24, 1.141E-009,    -5.86, 8.39483E-010,    33.69,          0,     0.00, 2.65468E-009,   127.87
Line.LINE766, 1.41899E-010,    89.08,   0.131526,  -168.24, 4.65661E-010,   -90.00,          0,     0.00,   0.131526,  -168.24, 1.41899E-010,   -90.92,   0.131526,    11.76, 4.65661E-010,    90.00,          0,     0.00,   0.131526,    11.76
Line.LINE767,   0.676067,   -48.17, 2.27743E-010,   -83.93, 8.18149E-010,    84.90,          0,     0.00,   0.676067,   -48.17,   0.676067,   131.83, 2.27743E-010,    96.07, 8.18149E-010,   -95.10,          0,     0.00,   0.676067,   131.83
Line.LINE768, 6.76474E-011,    -5.79, 1.41343E-011,   -50.55,   0.245436,    71.77,          0,     0.00,   0.245436,    71.77, 6.76474E-011,   174.21, 1.41343E-011,   129.45,   0.245436,  -108.23,          0,     0.00,   0.245436,  -108.23
Line.LINE769,    2.71649,   -48.16,    1.61743,  -168.24, 1.35559E-009,    93.31,          0,     0.00,    2.36456,   -84.45,    2.71649,   131.84,    1.61743,    11.76, 1.35559E-009,   -86.69,          0,     0.00,    2.36456,    95.55
Line.LINE770, 1.35296E-011,    90.66, 1.84517E-011,  -147.17,   0.227212,    71.77,          0,     0.00,   0.227212,    71.77, 1.35296E-011,   -89.34, 1.84517E-011,    32.83,   0.227212,  -108.23,          0,     0.00,   0.227212,  -108.23
Line.LINE771, 4.33722E-010,   -28.02, 1.43562E-009,    30.79,    1.84944,    71.77,          0,     0.00,    1.84944,    71.77, 4.33722E-010,   151.98, 1.43562E-009,  -149.21,    1.84944,  -108.23,          0,     0.00,    1.84944,  -108.23
Line.LINE772, 9.27685E-010,   -36.87,    2.97676,  -168.23, 4.69285E-010,    97.13,          0,     0.00,    2.97676,  -168.23, 9.27685E-010,   143.13,    2.97676,    11.77, 4.69285E-010,   -82.87,          0,     0.00,    2.97676,    11.77
Line.LINE773,   0.458226,   -48.16, 1.3415E-010,   126.87, 9.3314E-010,    93.58,          0,     0.00,   0.458226,   -48.16,   0.458226,   131.84, 1.3415E-010,   -53.13, 9.3314E-010,   -86.42,          0,     0.00,   0.458226,   131.84
Line.LINE774, 4.37797E-009,   -35.80, 1.67897E-009,   146.31, 2.03311E-009,   113.63,          0,     0.00, 1.35887E-009,     9.87, 4.37797E-009,   144.20, 1.67897E-009,   -33.69, 2.03311E-009,   -66.37,          0,     0.00, 1.35887E-009,  -170.13
Line.LINE775, 1.0031E-010,  -171.66,   0.131526,  -168.24, 5.9222E-011,   -79.38,          0,     0.00,   0.131526,  -168.24, 1.0031E-010,     8.34,   0.131526,    11.76, 5.9222E-011,   100.62,          0,     0.00,   0.131526,    11.76
Line.LINE776,   0.676067,   -48.17, 3.6185E-010,  -140.70, 1.05026E-009,    86.03,          0,     0.00,   0.676067,   -48.17,   0.676067,   131.83, 3.6185E-010,    39.30, 1.05026E-009,   -93.97,          0,     0.00,   0.676067,   131.83
Line.LINE777, 9.48375E-012,    57.05, 8.8926E-012,  -155.85,   0.245436,    71.77,          0,     0.00,   0.245436,    71.77, 9.48375E-012,  -122.95, 8.8926E-012,    24.15,   0.245436,  -108.23,          0,     0.00,   0.245436,  -108.23
Line.LINE778,    2.71649,   -48.16,    1.61743,  -168.24, 1.37001E-009,    93.20,          0,     0.00,    2.36456,   -84.45,    2.71649,   131.84,    1.61743,    11.76, 1.37001E-009,   -86.80,          0,     0.00,    2.36456,    95.55
Line.LINE779, 3.87412E-012,   157.57, 8.32033E-013,    -7.85,   0.227212,    71.77,          0,     0.00,   0.227212,    71.77, 3.87412E-012,   -22.43, 8.32033E-013,   172.15,   0.227212,  -108.23,          0,     0.00,   0.227212,  -108.23
Line.LINE780, 5.65109E-010,   -21.53, 1.01898E-009,    21.14,    1.84944,    71.77,          0,     0.00,    1.84944,    71.77, 5.65109E-010,   158.47, 1.01898E-009,  -158.86,    1.84944,  -108.23,          0,     0.00,    1.84944,  -108.23
Line.LINE781, 3.06585E-010,    31.47,    2.97676,  -168.23, 2.54138E-010,   113.63,          0,     0.00,    2.97676,  -168.23, 3.06585E-010,  -148.53,    2.97676,    11.77, 2.54138E-010,   -66.37,          0,     0.00,    2.97676,    11.77
Line.LINE782,   0.458226,   -48.16, 2.83507E-010,   122.12, 9.32714E-010,    93.13,          0,     0.00,   0.458226,   -48.16,   0.458226,   131.84, 2.83507E-010,   -57.88, 9.32714E-010,   -86.87,          0,     0.00,   0.458226,   131.84
Line.LINE783, 1.63914E-009,   -83.88, 2.15152E-009,    59.97, 1.31709E-009,   135.00,          0,     0.00, 1.20737E-009,    74.62, 1.63914E-009,    96.12, 2.15152E-009,  -120.03, 1.31709E-009,   -45.00,          0,     0.00, 1.20737E-009,  -105.38
Line.LINE784, 1.0617E-011,   147.63,   0.131526,  -168.24, 7.33258E-012,   -97.13,          0,     0.00,   0.131526,  -168.24, 1.0617E-011,   -32.37,   0.131526,    11.76, 7.33258E-012,    82.87,          0,     0.00,   0.131526,    11.76
Line.LINE785,   0.676067,   -48.17, 3.21455E-010,  -145.83, 1.02123E-009,    85.91,          0,     0.00,   0.676067,   -48.17,   0.676067,   131.83, 3.21455E-010,    34.17, 1.02123E-009,   -94.09,          0,     0.00,   0.676067,   131.83
Line.LINE786,    2.71649,   -48.16,    1.61743,  -168.24, 1.3271E-009,    93.77,          0,     0.00,    2.36456,   -84.45,    2.71649,   131.84,    1.61743,    11.76, 1.3271E-009,   -86.23,          0,     0.00,    2.36456,    95.55
Line.LINE787, 3.28971E-010,  -141.74, 5.82733E-010,    35.05,    1.84944,    71.77,          0,     0.00,    1.84944,    71.77, 3.28971E-010,    38.26, 5.82733E-010,  -144.95,    1.84944,  -108.23,          0,     0.00,    1.84944,  -108.23
Line.LINE788, 3.57691E-010,   123.49,    2.97676,  -168.23, 4.36557E-011,   180.00,          0,     0.00,    2.97676,  -168.23, 3.57691E-010,   -56.51,    2.97676,    11.77, 4.36557E-011,     0.00,          0,     0.00,    2.97676,    11.77
Line.LINE789,   0.458226,   -48.16, 3.17907E-010,   112.90, 8.15427E-010,    92.05,          0,     0.00,   0.458226,   -48.16,   0.458226,   131.84, 3.17907E-010,   -67.10, 8.15427E-010,   -87.95,          0,     0.00,   0.458226,   131.84
Line.LINE790, 1.56621E-009,   -48.01, 2.34281E-009,    63.43, 9.31323E-010,   180.00,          0,     0.00, 1.49084E-009,    38.66, 1.56621E-009,   131.99, 2.34281E-009,  -116.57, 9.31323E-010,     0.00,          0,     0.00, 1.49084E-009,  -141.34
Line.LINE791,   0.453737,   -48.17, 6.28198E-010,  -148.39, 1.16599E-009,    86.78,          0,     0.00,   0.453737,   -48.17,   0.453737,   131.83, 6.28198E-010,    31.61, 1.16599E-009,   -93.22,          0,     0.00,   0.453737,   131.83
Line.LINE792,    0.22233,   -48.17, 3.00368E-011,    37.27, 4.36936E-011,   -92.39,          0,     0.00,    0.22233,   -48.17,    0.22233,   131.83, 3.00368E-011,  -142.73, 4.36936E-011,    87.61,          0,     0.00,    0.22233,   131.83
Line.LINE793,    2.71649,   -48.16,    1.61743,  -168.24, 1.34095E-009,    93.27,          0,     0.00,    2.36456,   -84.45,    2.71649,   131.84,    1.61743,    11.76, 1.34095E-009,   -86.73,          0,     0.00,    2.36456,    95.55
Line.LINE794, 3.13248E-010,  -152.32, 8.61863E-010,     8.99,    1.84944,    71.77,          0,     0.00,    1.84944,    71.77, 3.13248E-010,    27.68, 8.61863E-010,  -171.01,    1.84944,  -108.23,          0,     0.00,    1.84944,  -108.23
Line.LINE795, 1.62197E-010,   123.91,    2.97676,  -168.23, 1.19998E-010,   104.04,          0,     0.00,    2.97676,  -168.23, 1.62197E-010,   -56.09,    2.97676,    11.77, 1.19998E-010,   -75.96,          0,     0.00,    2.97676,    11.77
Line.LINE796,   0.458226,   -48.16, 2.58613E-010,   102.13, 5.82804E-010,    92.86,          0,     0.00,   0.458226,   -48.16,   0.458226,   131.84, 2.58613E-010,   -77.87, 5.82804E-010,   -87.14,          0,     0.00,   0.458226,   131.84
Line.LINE797, 6.26916E-010,  -158.20, 2.22792E-009,    70.14, 1.95148E-009,  -107.35,          0,     0.00, 4.07454E-010,   180.00, 6.26916E-010,    21.80, 2.22792E-009,  -109.86, 1.95148E-009,    72.65,          0,     0.00, 4.07454E-010,     0.00
Line.LINE798,   0.453737,   -48.17, 2.99367E-010,  -127.25, 1.04978E-009,    86.42,          0,     0.00,   0.453737,   -48.17,   0.453737,   131.83, 2.99367E-010,    52.75, 1.04978E-009,   -93.58,          0,     0.00,   0.453737,   131.83
Line.LINE799,    0.22233,   -48.17, 5.07901E-011,    18.67, 4.36652E-011,   -91.19,          0,     0.00,    0.22233,   -48.17,    0.22233,   131.83, 5.07901E-011,  -161.33, 4.36652E-011,    88.81,          0,     0.00,    0.22233,   131.83
Line.LINE800,    2.71649,   -48.16, 3.67348E-010,   173.75, 9.3416E-010,    94.47,          0,     0.00,    2.71649,   -48.16,    2.71649,   131.84, 3.67348E-010,    -6.25, 9.3416E-010,   -85.53,          0,     0.00,    2.71649,   131.84
Line.LINE801, 3.59521E-010,   131.51,    1.61743,  -168.24, 1.13654E-010,   129.81,          0,     0.00,    1.61743,  -168.24, 3.59521E-010,   -48.49,    1.61743,    11.76, 1.13654E-010,   -50.19,          0,     0.00,    1.61743,    11.76
Line.LINE802, 1.67555E-010,    44.01, 6.08751E-010,     6.52,    1.84944,    71.77,          0,     0.00,    1.84944,    71.77, 1.67555E-010,  -135.99, 6.08751E-010,  -173.48,    1.84944,  -108.23,          0,     0.00,    1.84944,  -108.23
Line.LINE803, 5.68548E-012,  -168.47,    2.97676,  -168.23, 2.91038E-011,   -90.00,          0,     0.00,    2.97676,  -168.23, 5.68548E-012,    11.53,    2.97676,    11.77, 2.91038E-011,    90.00,          0,     0.00,    2.97676,    11.77
Line.LINE804,   0.458226,   -48.16, 3.45504E-010,   162.85,          0,     0.00,          0,     0.00,   0.458226,   -48.16,   0.458226,   131.84, 3.45504E-010,   -17.15,          0,     0.00,          0,     0.00,   0.458226,   131.84
Line.LINE805, 1.22789E-009,   174.56, 1.04935E-009,    33.69, 1.04125E-009,  -116.57,          0,     0.00, 8.47516E-010,  -164.05, 1.22789E-009,    -5.44, 1.04935E-009,  -146.31, 1.04125E-009,    63.43,          0,     0.00, 8.47516E-010,    15.95
Line.LINE806,   0.453737,   -48.17, 3.30153E-010,  -143.49, 9.33622E-010,    85.98,          0,     0.00,   0.453737,   -48.17,   0.453737,   131.83, 3.30153E-010,    36.51, 9.33622E-010,   -94.02,          0,     0.00,   0.453737,   131.83
Line.LINE807,    0.22233,   -48.17, 3.60329E-011,    32.44, 4.37409E-011,   -93.58,          0,     0.00,    0.22233,   -48.17,    0.22233,   131.83, 3.60329E-011,  -147.56, 4.37409E-011,    86.42,          0,     0.00,    0.22233,   131.83
Line.LINE808,    2.71649,   -48.16, 5.58476E-010,  -171.01, 9.3314E-010,    93.58,          0,     0.00,    2.71649,   -48.16,    2.71649,   131.84, 5.58476E-010,     8.99, 9.3314E-010,   -86.42,          0,     0.00,    2.71649,   131.84
Line.LINE809, 4.61841E-010,   136.12,    1.61743,  -168.24, 8.73115E-011,    90.00,          0,     0.00,    1.61743,  -168.24, 4.61841E-010,   -43.88,    1.61743,    11.76, 8.73115E-011,   -90.00,          0,     0.00,    1.61743,    11.76
Line.LINE810, 4.51553E-011,  -170.73, 1.72804E-011,     0.00,          0,     0.00,          0,     0.00, 2.82383E-011,  -165.07, 4.51553E-011,     9.27, 1.72804E-011,   180.00,          0,     0.00,          0,     0.00, 2.82383E-011,    14.93
Line.LINE811, 1.7647E-010,   165.68, 3.52058E-010,  -156.88,    1.84944,    71.77,          0,     0.00,    1.84944,    71.77, 1.7647E-010,   -14.32, 3.52058E-010,    23.12,    1.84944,  -108.23,          0,     0.00,    1.84944,  -108.23
Line.LINE812, 8.41403E-012,   -90.97,    2.97676,  -168.23, 9.09495E-013,   180.00,          0,     0.00,    2.97676,  -168.23, 8.41403E-012,    89.03,    2.97676,    11.77, 9.09495E-013,     0.00,          0,     0.00,    2.97676,    11.77
Line.LINE813,   0.458226,   -48.16, 9.15489E-011,    96.56, 2.33285E-010,    93.58,          0,     0.00,   0.458226,   -48.16,   0.458226,   131.84, 9.15489E-011,   -83.44, 2.33285E-010,   -86.42,          0,     0.00,   0.458226,   131.84
Line.LINE814, 3.34694E-010,   180.00, 2.67138E-010,    60.64, 1.64636E-010,   135.00,          0,     0.00, 4.73776E-010,   132.51, 3.34694E-010,     0.00, 2.67138E-010,  -119.36, 1.64636E-010,   -45.00,          0,     0.00, 4.73776E-010,   -47.49
Line.LINE815,   0.453737,   -48.17, 2.27301E-010,  -127.60, 9.3314E-010,    86.42,          0,     0.00,   0.453737,   -48.17,   0.453737,   131.83, 2.27301E-010,    52.40, 9.3314E-010,   -93.58,          0,     0.00,   0.453737,   131.83
Line.LINE816,    0.22233,   -48.17, 1.68426E-011,   134.32, 1.81899E-012,   180.00,          0,     0.00,    0.22233,   -48.17,    0.22233,   131.83, 1.68426E-011,   -45.68, 1.81899E-012,     0.00,          0,     0.00,    0.22233,   131.83
Line.LINE817,    2.71649,   -48.16, 4.58574E-011,    82.59, 8.15427E-010,    92.05,          0,     0.00,    2.71649,   -48.16,    2.71649,   131.84, 4.58574E-011,   -97.41, 8.15427E-010,   -87.95,          0,     0.00,    2.71649,   131.84
Line.LINE818, 3.91049E-010,   130.28,    1.61743,  -168.24, 6.18456E-011,   180.00,          0,     0.00,    1.61743,  -168.24, 3.91049E-010,   -49.72,    1.61743,    11.76, 6.18456E-011,     0.00,          0,     0.00,    1.61743,    11.76
Line.LINE819, 2.93303E-011,    29.74, 2.9611E-011,    79.38, 1.09139E-011,   180.00,          0,     0.00, 4.80227E-011,    65.38, 2.93303E-011,  -150.26, 2.9611E-011,  -100.62, 1.09139E-011,     0.00,          0,     0.00, 4.80227E-011,  -114.62
Line.LINE820, 2.94503E-010,   -54.62, 1.76246E-010,  -155.62,    1.84944,    71.77,          0,     0.00,    1.84944,    71.77, 2.94503E-010,   125.38, 1.76246E-010,    24.38,    1.84944,  -108.23,          0,     0.00,    1.84944,  -108.23
Line.LINE821,   0.458226,   -48.16, 6.87798E-010,  -153.62, 1.16452E-009,    88.57,          0,     0.00,   0.458226,   -48.16,   0.458226,   131.84, 6.87798E-010,    26.38, 1.16452E-009,   -91.43,          0,     0.00,   0.458226,   131.84
Line.LINE822, 1.77032E-010,  -170.54, 1.13654E-010,    50.19, 2.09871E-010,  -146.31,          0,     0.00, 2.82547E-010,  -168.11, 1.77032E-010,     9.46, 1.13654E-010,  -129.81, 2.09871E-010,    33.69,          0,     0.00, 2.82547E-010,    11.89
Line.LINE823,   0.453737,   -48.17, 4.07137E-010,  -146.66, 7.00913E-010,    85.24,          0,     0.00,   0.453737,   -48.17,   0.453737,   131.83, 4.07137E-010,    33.34, 7.00913E-010,   -94.76,          0,     0.00,   0.453737,   131.83
Line.LINE824,    2.71649,   -48.16, 2.15425E-010,   123.29, 1.04865E-009,    92.39,          0,     0.00,    2.71649,   -48.16,    2.71649,   131.84, 2.15425E-010,   -56.71, 1.04865E-009,   -87.61,          0,     0.00,    2.71649,   131.84
Line.LINE825, 4.15128E-010,   131.09,    1.61743,  -168.24, 7.49989E-011,   157.17,          0,     0.00,    1.61743,  -168.24, 4.15128E-010,   -48.91,    1.61743,    11.76, 7.49989E-011,   -22.83,          0,     0.00,    1.61743,    11.76
Line.LINE826, 2.82383E-011,   -14.93, 1.95911E-011,   158.20, 2.93303E-011,   -82.87,          0,     0.00, 3.17673E-011,   -66.37, 2.82383E-011,   165.07, 1.95911E-011,   -21.80, 2.93303E-011,    97.13,          0,     0.00, 3.17673E-011,   113.63
Line.LINE827, 3.19127E-011,  -132.18, 4.08022E-011,  -123.29,    1.84944,    71.77,          0,     0.00,    1.84944,    71.77, 3.19127E-011,    47.82, 4.08022E-011,    56.71,    1.84944,  -108.23,          0,     0.00,    1.84944,  -108.23
Line.LINE828,   0.458226,   -48.16, 5.7613E-010,  -169.45, 2.33285E-010,    86.42,          0,     0.00,   0.458226,   -48.16,   0.458226,   131.84, 5.7613E-010,    10.55, 2.33285E-010,   -93.58,          0,     0.00,   0.458226,   131.84
