Element, I1_1, Ang1_1, I1_2, Ang1_2, I1_3, Ang1_3, I1_4, Ang1_4, Iresid1, AngResid1, I2_1, Ang2_1, I2_2, Ang2_2, I2_3, Ang2_3, I2_4, Ang2_4, Iresid2, AngResid2
Vsource.SOURCE,   0.631934,   161.55,   0.518203,    34.54,   0.523122,   -70.74,          0,     0.00, 5.08423E-013,   116.57,   0.631934,   -18.45,   0.518203,  -145.46,   0.523122,   109.26,          0,     0.00, 5.08423E-013,   -63.43
Line.LINE1,    16.8275,   -48.18,    16.5815,  -168.24,    10.6077,    71.79,          0,     0.00,    6.08606,  -106.19,    16.8275,   131.82,    16.5815,    11.76,    10.6077,  -108.21,          0,     0.00,    6.08606,    73.81
Line.LINE2,    16.8275,   -48.18,    16.5815,  -168.24,    10.6077,    71.79,          0,     0.00,    6.08606,  -106.19,    16.8275,   131.82,    16.5815,    11.76,    10.6077,  -108.21,          0,     0.00,    6.08606,    73.81
Line.LINE3,    16.8275,   -48.18,    16.5815,  -168.24,    10.6077,    71.79,          0,     0.00,    6.08606,  -106.19,    16.8275,   131.82,    16.5815,    11.76,    10.6077,  -108.21,          0,     0.00,    6.08606,    73.81
Line.LINE4,    16.8275,   -48.18,    16.5815,  -168.24,    10.6077,    71.79,          0,     0.00,    6.08606,  -106.19,    16.8275,   131.82,    16.5815,    11.76,    10.6077,  -108.21,          0,     0.00,    6.08606,    73.81
Line.LINE5,    16.8275,   -48.18,    16.5815,  -168.24,    10.6077,    71.79,          0,     0.00,    6.08606,  -106.19,    16.8275,   131.82,    16.5815,    11.76,    10.6077,  -108.21,          0,     0.00,    6.08606,    73.81
Line.LINE6,    16.8275,   -48.18,    16.5815,  -168.24,    10.6077,    71.79,          0,     0.00,    6.08606,  -106.19,    16.8275,   131.82,    16.5815,    11.76,    10.6077,  -108.21,          0,     0.00,    6.08606,    73.81
Line.LINE7,    16.8275,   -48.18,    16.5815,  -168.24,    10.6077,    71.79,          0,     0.00,    6.08606,  -106.19,    16.8275,   131.82,    16.5815,    11.76,    10.6077,  -108.21,          0,     0.00,    6.08606,    73.81
Line.LINE8,    16.8275,   -48.18,    16.5815,  -168.24,    10.6077,    71.79,          0,     0.00,    6.08606,  -106.19,    16.8275,   131.82,    16.5815,    11.76,    10.6077,  -108.21,          0,     0.00,    6.08606,    73.81
Line.LINE9,    16.8275,   -48.18,    16.5815,  -168.24,    10.6077,    71.79,          0,     0.00,    6.08606,  -106.19,    16.8275,   131.82,    16.5815,    11.76,    10.6077,  -108.21,          0,     0.00,    6.08606,    73.81
Line.LINE10,    16.8275,   -48.18,    16.5815,  -168.24,    10.6077,    71.79,          0,     0.00,    6.08606,  -106.19,    16.8275,   131.82,    16.5815,    11.76,    10.6077,  -108.21,          0,     0.00,    6.08606,    73.81
Line.LINE11,    16.8275,   -48.18,    16.5815,  -168.24,    10.6077,    71.79,          0,     0.00,    6.08606,  -106.19,    16.8275,   131.82,    16.5815,    11.76,    10.6077,  -108.21,          0,     0.00,    6.08606,    73.81
Line.LINE12,    16.8275,   -48.18,    16.5815,  -168.24,    10.6077,    71.79,          0,     0.00,    6.08606,  -106.19,    16.8275,   131.82,    16.5815,    11.76,    10.6077,  -108.21,          0,     0.00,    6.08606,    73.81
Line.LINE13,    16.8275,   -48.18,    16.5815,  -168.24,    10.6077,    71.79,          0,     0.00,    6.08606,  -106.19,    16.8275,   131.82,    16.5815,    11.76,    10.6077,  -108.21,          0,     0.00,    6.08606,    73.81
Line.LINE14,    16.8275,   -48.18,    16.5815,  -168.24,    10.6077,    71.79,          0,     0.00,    6.08606,  -106.19,    16.8275,   131.82,    16.5815,    11.76,    10.6077,  -108.21,          0,     0.00,    6.08606,    73.81
Line.LINE15, 1.16415E-010,     0.00, 5.82077E-011,    90.00, 3.63798E-012,     0.00,          0,     0.00, 1.3342E-010,    25.87, 1.16415E-010,   180.00, 5.82077E-011,   -90.00, 3.63798E-012,   180.00,          0,     0.00, 1.3342E-010,  -154.13
Line.LINE16,    16.8275,   -48.18,    16.5815,  -168.24,    10.6077,    71.79,          0,     0.00,    6.08606,  -106.19,    16.8275,   131.82,    16.5815,    11.76,    10.6077,  -108.21,          0,     0.00,    6.08606,    73.81
Line.LINE17,          0,     0.00,          0,     0.00, 7.27596E-012,   180.00,          0,     0.00, 7.27596E-012,   180.00,          0,     0.00,          0,     0.00, 7.27596E-012,     0.00,          0,     0.00, 7.27596E-012,     0.00
Line.LINE18,    16.8275,   -48.18,    16.5815,  -168.24,    10.6077,    71.79,          0,     0.00,    6.08606,  -106.19,    16.8275,   131.82,    16.5815,    11.76,    10.6077,  -108.21,          0,     0.00,    6.08606,    73.81
Line.LINE19, 1.16415E-010,   -90.00, 1.16415E-010,   -90.00, 7.27596E-012,   180.00,          0,     0.00, 2.32944E-010,   -91.79, 1.16415E-010,    90.00, 1.16415E-010,    90.00, 7.27596E-012,     0.00,          0,     0.00, 2.32944E-010,    88.21
Line.LINE20,    16.8275,   -48.18,    16.5815,  -168.24,    10.6077,    71.79,          0,     0.00,    6.08606,  -106.19,    16.8275,   131.82,    16.5815,    11.76,    10.6077,  -108.21,          0,     0.00,    6.08606,    73.81
Line.LINE21, 2.60313E-010,   -26.57, 2.60313E-010,  -153.43, 7.27596E-012,   180.00,          0,     0.00, 2.32944E-010,   -91.79, 2.60313E-010,   153.43, 2.60313E-010,    26.57, 7.27596E-012,     0.00,          0,     0.00, 2.32944E-010,    88.21
Line.LINE22,    16.8275,   -48.18,    16.5815,  -168.24,    10.6077,    71.79,          0,     0.00,    6.08606,  -106.19,    16.8275,   131.82,    16.5815,    11.76,    10.6077,  -108.21,          0,     0.00,    6.08606,    73.81
Line.LINE23, 5.82077E-010,   -36.87, 5.82077E-010,  -143.13, 6.98501E-010,    89.70,          0,     0.00, 3.63798E-012,     0.00, 5.82077E-010,   143.13, 5.82077E-010,    36.87, 6.98501E-010,   -90.30,          0,     0.00, 3.63798E-012,   180.00
Line.LINE24,    16.8275,   -48.18,    16.5815,  -168.24,    10.6077,    71.79,          0,     0.00,    6.08606,  -106.19,    16.8275,   131.82,    16.5815,    11.76,    10.6077,  -108.21,          0,     0.00,    6.08606,    73.81
Line.LINE25, 3.29272E-010,   -45.00, 3.29272E-010,  -135.00, 4.65718E-010,    90.90,          0,     0.00, 7.27596E-012,   180.00, 3.29272E-010,   135.00, 3.29272E-010,    45.00, 4.65718E-010,   -89.10,          0,     0.00, 7.27596E-012,     0.00
Line.LINE26,    2.45505,   -48.22, 1.37941E-009,    23.96, 1.37748E-009,   -93.33,          0,     0.00,    2.45505,   -48.22,    2.45505,   131.78, 1.37941E-009,  -156.04, 1.37748E-009,    86.67,          0,     0.00,    2.45505,   131.78
Line.LINE27,    14.3725,   -48.17,    16.5815,  -168.24,    10.6077,    71.79,          0,     0.00,    5.21726,  -129.70,    14.3725,   131.83,    16.5815,    11.76,    10.6077,  -108.21,          0,     0.00,    5.21726,    50.30
Line.LINE28, 1.16415E-010,   180.00, 1.16415E-010,   180.00, 7.27596E-012,   180.00,          0,     0.00, 2.40107E-010,   180.00, 1.16415E-010,     0.00, 1.16415E-010,     0.00, 7.27596E-012,     0.00,          0,     0.00, 2.40107E-010,     0.00
Line.LINE29,    0.16368,   -48.22, 1.3454E-011,    41.23, 3.04918E-011,    72.65,          0,     0.00,    0.16368,   -48.22,    0.16368,   131.78, 1.3454E-011,  -138.77, 3.04918E-011,  -107.35,          0,     0.00,    0.16368,   131.78
Line.LINE30,    2.29137,   -48.22, 1.36118E-009,    24.95, 1.37078E-009,   -93.73,          0,     0.00,    2.29137,   -48.22,    2.29137,   131.78, 1.36118E-009,  -155.05, 1.37078E-009,    86.27,          0,     0.00,    2.29137,   131.78
Line.LINE31,    14.3725,   -48.17,    16.5815,  -168.24,    10.6077,    71.79,          0,     0.00,    5.21726,  -129.70,    14.3725,   131.83,    16.5815,    11.76,    10.6077,  -108.21,          0,     0.00,    5.21726,    50.30
Line.LINE32, 3.39406E-010,   -30.96, 3.25391E-010,  -153.43, 3.49265E-010,    90.60,          0,     0.00, 2.93303E-011,    97.13, 3.39406E-010,   149.04, 3.25391E-010,    26.57, 3.49265E-010,   -89.40,          0,     0.00, 2.93303E-011,   -82.87
Line.LINE33,    0.16368,   -48.22, 7.6908E-012,    17.20, 7.77073E-012,    69.44,          0,     0.00,    0.16368,   -48.22,    0.16368,   131.78, 7.6908E-012,  -162.80, 7.77073E-012,  -110.56,          0,     0.00,    0.16368,   131.78
Line.LINE34,    2.29137,   -48.22, 1.88342E-009,    31.69, 1.3982E-009,   -92.39,          0,     0.00,    2.29137,   -48.22,    2.29137,   131.78, 1.88342E-009,  -148.31, 1.3982E-009,    87.61,          0,     0.00,    2.29137,   131.78
Line.LINE35, 7.53412E-010,   145.66,    4.97032,  -168.23, 7.79464E-011,    34.06,          0,     0.00,    4.97032,  -168.23, 7.53412E-010,   -34.34,    4.97032,    11.77, 7.79464E-011,  -145.94,          0,     0.00,    4.97032,    11.77
Line.LINE36,    14.3725,   -48.17,    11.6112,  -168.24,    10.6077,    71.79,          0,     0.00,    3.36914,   -62.93,    14.3725,   131.83,    11.6112,    11.76,    10.6077,  -108.21,          0,     0.00,    3.36914,   117.07
Line.LINE37, 3.25391E-010,   -26.57, 2.74565E-010,  -147.99, 2.91061E-010,    90.72,          0,     0.00, 5.45697E-011,     0.00, 3.25391E-010,   153.43, 2.74565E-010,    32.01, 2.91061E-010,   -89.28,          0,     0.00, 5.45697E-011,   180.00
Line.LINE38,    2.29137,   -48.22, 1.36424E-011,   180.00, 1.40183E-009,   -94.76,          0,     0.00,    2.29137,   -48.22,    2.29137,   131.78, 1.36424E-011,     0.00, 1.40183E-009,    85.24,          0,     0.00,    2.29137,   131.78
Line.LINE39, 7.05262E-010,   137.89,   0.236277,  -168.23, 1.30156E-010,    63.43,          0,     0.00,   0.236277,  -168.23, 7.05262E-010,   -42.11,   0.236277,    11.77, 1.30156E-010,  -116.57,          0,     0.00,   0.236277,    11.77
Line.LINE40, 3.80165E-011,  -157.86,    4.73405,  -168.23, 2.91038E-011,   -90.00,          0,     0.00,    4.73405,  -168.23, 3.80165E-011,    22.14,    4.73405,    11.77, 2.91038E-011,    90.00,          0,     0.00,    4.73405,    11.77
Line.LINE41,    14.3725,   -48.17,    11.6112,  -168.24,    10.6077,    71.79,          0,     0.00,    3.36914,   -62.93,    14.3725,   131.83,    11.6112,    11.76,    10.6077,  -108.21,          0,     0.00,    3.36914,   117.07
Line.LINE42, 9.78789E-009,  -153.13, 1.06823E-008,   -20.41, 1.71364E-008,    36.71,          0,     0.00, 1.51631E-008,     7.94, 9.78789E-009,    26.87, 1.06823E-008,   159.59, 1.71364E-008,  -143.29,          0,     0.00, 1.51631E-008,  -172.06
Line.LINE43, 3.29272E-010,   -45.00, 5.82077E-010,  -143.13, 2.32944E-010,    88.21,          0,     0.00, 4.1575E-010,  -122.86, 3.29272E-010,   135.00, 5.82077E-010,    36.87, 2.32944E-010,   -91.79,          0,     0.00, 4.1575E-010,    57.14
Line.LINE44,    2.29137,   -48.22, 7.15462E-010,  -140.16, 4.69285E-010,   -97.13,          0,     0.00,    2.29137,   -48.22,    2.29137,   131.78, 7.15462E-010,    39.84, 4.69285E-010,    82.87,          0,     0.00,    2.29137,   131.78
Line.LINE45, 6.5789E-010,   164.94,   0.236277,  -168.23, 4.36557E-011,     0.00,          0,     0.00,   0.236277,  -168.23, 6.5789E-010,   -15.06,   0.236277,    11.77, 4.36557E-011,   180.00,          0,     0.00,   0.236277,    11.77
Line.LINE46, 7.99696E-012,   165.17,    4.73405,  -168.23, 9.09495E-013,   180.00,          0,     0.00,    4.73405,  -168.23, 7.99696E-012,   -14.83,    4.73405,    11.77, 9.09495E-013,     0.00,          0,     0.00,    4.73405,    11.77
Line.LINE47,    14.3725,   -48.17,    11.6112,  -168.24,    10.6077,    71.79,          0,     0.00,    3.36914,   -62.93,    14.3725,   131.83,    11.6112,    11.76,    10.6077,  -108.21,          0,     0.00,    3.36914,   117.07
Line.LINE48, 9.82314E-009,  -148.57, 8.43348E-009,    -6.34, 1.38216E-008,    32.62,          0,     0.00, 1.17251E-008,     6.84, 9.82314E-009,    31.43, 8.43348E-009,   173.66, 1.38216E-008,  -147.38,          0,     0.00, 1.17251E-008,  -173.16
Line.LINE49, 4.79993E-010,   -14.04, 3.29272E-010,  -135.00, 2.32944E-010,    88.21,          0,     0.00, 2.6684E-010,   -25.87, 4.79993E-010,   165.96, 3.29272E-010,    45.00, 2.32944E-010,   -91.79,          0,     0.00, 2.6684E-010,   154.13
Line.LINE50,    2.29137,   -48.22, 1.92993E-010,    11.42, 2.34643E-010,    97.13,          0,     0.00,    2.29137,   -48.22,    2.29137,   131.78, 1.92993E-010,  -168.58, 2.34643E-010,   -82.87,          0,     0.00,    2.29137,   131.78
Line.LINE51, 6.07543E-011,  -143.22,   0.236277,  -168.23, 2.33285E-010,    86.42,          0,     0.00,   0.236277,  -168.23, 6.07543E-011,    36.78,   0.236277,    11.77, 2.33285E-010,   -93.58,          0,     0.00,   0.236277,    11.77
Line.LINE52,    14.3725,   -48.17,    11.6112,  -168.24,    10.6077,    71.79,          0,     0.00,    3.36914,   -62.93,    14.3725,   131.83,    11.6112,    11.76,    10.6077,  -108.21,          0,     0.00,    3.36914,   117.07
Line.LINE53, 3.62247E-009,   -33.12, 3.32437E-009,  -136.24, 5.90922E-010,   -99.93,          0,     0.00, 4.88928E-009,   -83.76, 3.62247E-009,   146.88, 3.32437E-009,    43.76, 5.90922E-010,    80.07,          0,     0.00, 4.88928E-009,    96.24
Line.LINE54, 1.02048E-008,  -152.85, 7.04673E-009,     7.59, 1.37587E-008,    23.96,          0,     0.00, 1.06417E-008,    10.08, 1.02048E-008,    27.15, 7.04673E-009,  -172.41, 1.37587E-008,  -156.04,          0,     0.00, 1.06417E-008,  -169.92
Line.LINE55, 5.82077E-011,    90.00, 1.30156E-010,    26.57, 1.16472E-010,   -91.79,          0,     0.00, 1.12777E-010,     0.00, 5.82077E-011,   -90.00, 1.30156E-010,  -153.43, 1.16472E-010,    88.21,          0,     0.00, 1.12777E-010,   180.00
Line.LINE56,    2.29137,   -48.22, 1.89756E-010,    59.62, 1.17321E-010,    82.87,          0,     0.00,    2.29137,   -48.22,    2.29137,   131.78, 1.89756E-010,  -120.38, 1.17321E-010,   -97.13,          0,     0.00,    2.29137,   131.78
Line.LINE57, 2.22777E-010,    84.96,   0.236277,  -168.23, 2.33285E-010,    93.58,          0,     0.00,   0.236277,  -168.23, 2.22777E-010,   -95.04,   0.236277,    11.77, 2.33285E-010,   -86.42,          0,     0.00,   0.236277,    11.77
Line.LINE58,    14.3725,   -48.17,    11.6112,  -168.24,    10.6077,    71.79,          0,     0.00,    3.36914,   -62.93,    14.3725,   131.83,    11.6112,    11.76,    10.6077,  -108.21,          0,     0.00,    3.36914,   117.07
Line.LINE59, 2.31737E-009,    11.59, 4.1589E-009,  -133.30, 1.87714E-009,   -97.13,          0,     0.00, 4.49821E-009,  -100.44, 2.31737E-009,  -168.41, 4.1589E-009,    46.70, 1.87714E-009,    82.87,          0,     0.00, 4.49821E-009,    79.56
Line.LINE60, 9.05648E-009,  -162.03, 8.14907E-009,     0.00, 1.20803E-008,    27.55,          0,     0.00, 1.06187E-008,    15.26, 9.05648E-009,    17.97, 8.14907E-009,   180.00, 1.20803E-008,  -152.45,          0,     0.00, 1.06187E-008,  -164.74
Line.LINE61, 1.16415E-010,     0.00,          0,     0.00, 3.63798E-012,   180.00,          0,     0.00, 1.12777E-010,     0.00, 1.16415E-010,   180.00,          0,     0.00, 3.63798E-012,     0.00,          0,     0.00, 1.12777E-010,   180.00
Line.LINE62,    2.29137,   -48.22, 4.6667E-011,  -124.08, 2.93303E-011,   -97.13,          0,     0.00,    2.29137,   -48.22,    2.29137,   131.78, 4.6667E-011,    55.92, 2.93303E-011,    82.87,          0,     0.00,    2.29137,   131.78
Line.LINE63, 1.9766E-010,   -83.66,   0.236277,  -168.23, 2.34643E-010,    82.87,          0,     0.00,   0.236277,  -168.23, 1.9766E-010,    96.34,   0.236277,    11.77, 2.34643E-010,   -97.13,          0,     0.00,   0.236277,    11.77
Line.LINE64,    12.5782,   -48.17,    11.6112,  -168.24,    10.6077,    71.79,          0,     0.00,    1.69642,   -78.54,    12.5782,   131.83,    11.6112,    11.76,    10.6077,  -108.21,          0,     0.00,    1.69642,   101.46
Line.LINE65,    1.79422,   -48.20, 1.01715E-011,    23.38, 7.44801E-012,   102.34,          0,     0.00,    1.79422,   -48.20,    1.79422,   131.80, 1.01715E-011,  -156.62, 7.44801E-012,   -77.66,          0,     0.00,    1.79422,   131.80
Line.LINE66, 2.14738E-009,   -32.83, 2.8133E-009,  -114.44, 1.04774E-009,     0.00,          0,     0.00, 4.08989E-009,   -65.62, 2.14738E-009,   147.17, 2.8133E-009,    65.56, 1.04774E-009,   180.00,          0,     0.00, 4.08989E-009,   114.38
Line.LINE67, 8.39483E-009,  -176.82, 6.33368E-009,   -17.10, 1.29132E-008,    25.64,          0,     0.00, 9.86719E-009,    19.29, 8.39483E-009,     3.18, 6.33368E-009,   162.90, 1.29132E-008,  -154.36,          0,     0.00, 9.86719E-009,  -160.71
Line.LINE68, 1.30156E-010,   153.43,          0,     0.00, 1.16472E-010,   -91.79,          0,     0.00, 1.3342E-010,  -154.13, 1.30156E-010,   -26.57,          0,     0.00, 1.16472E-010,    88.21,          0,     0.00, 1.3342E-010,    25.87
Line.LINE69,    2.29137,   -48.22, 8.59539E-012,  -176.97, 9.09495E-013,     0.00,          0,     0.00,    2.29137,   -48.22,    2.29137,   131.78, 8.59539E-012,     3.03, 9.09495E-013,   180.00,          0,     0.00,    2.29137,   131.78
Line.LINE70, 1.28738E-010,   170.24,   0.236277,  -168.23, 2.32831E-010,    90.00,          0,     0.00,   0.236277,  -168.23, 1.28738E-010,    -9.76,   0.236277,    11.77, 2.32831E-010,   -90.00,          0,     0.00,   0.236277,    11.77
Line.LINE71,    12.5782,   -48.17,    11.6112,  -168.24,    10.6077,    71.79,          0,     0.00,    1.69642,   -78.54,    12.5782,   131.83,    11.6112,    11.76,    10.6077,  -108.21,          0,     0.00,    1.69642,   101.46
Line.LINE72,   0.218036,   -48.20, 4.98872E-012,  -101.50, 7.29015E-012,    93.58,          0,     0.00,   0.218036,   -48.20,   0.218036,   131.80, 4.98872E-012,    78.50, 7.29015E-012,   -86.42,          0,     0.00,   0.218036,   131.80
Line.LINE73,    1.57619,   -48.20, 5.62958E-012,  -129.88,          0,     0.00,          0,     0.00,    1.57619,   -48.20,    1.57619,   131.80, 5.62958E-012,    50.12,          0,     0.00,          0,     0.00,    1.57619,   131.80
Line.LINE74, 6.26916E-010,   -21.80, 2.50564E-009,  -149.26, 5.82077E-010,    53.13,          0,     0.00, 1.60994E-009,  -139.40, 6.26916E-010,   158.20, 2.50564E-009,    30.74, 5.82077E-010,  -126.87,          0,     0.00, 1.60994E-009,    40.60
Line.LINE75, 5.96792E-009,  -159.44, 4.89498E-009,   -25.35, 1.29718E-008,    21.04,          0,     0.00, 1.09529E-008,     2.44, 5.96792E-009,    20.56, 4.89498E-009,   154.65, 1.29718E-008,  -158.96,          0,     0.00, 1.09529E-008,  -177.56
Line.LINE76, 4.1159E-011,   -45.00, 4.1159E-011,  -135.00, 2.9457E-011,    98.88,          0,     0.00, 2.9457E-011,   -98.88, 4.1159E-011,   135.00, 4.1159E-011,    45.00, 2.9457E-011,   -81.12,          0,     0.00, 2.9457E-011,    81.12
Line.LINE77, 4.04586E-011,   149.62,   0.236277,  -168.23,          0,     0.00,          0,     0.00,   0.236277,  -168.23, 4.04586E-011,   -30.38,   0.236277,    11.77,          0,     0.00,          0,     0.00,   0.236277,    11.77
Line.LINE78,    12.5782,   -48.17,    11.6112,  -168.24,    10.6077,    71.79,          0,     0.00,    1.69642,   -78.54,    12.5782,   131.83,    11.6112,    11.76,    10.6077,  -108.21,          0,     0.00,    1.69642,   101.46
Line.LINE79, 4.87869E-010,    72.65, 1.80185E-009,  -148.88, 9.3857E-010,    82.87,          0,     0.00, 1.36261E-009,   160.02, 4.87869E-010,  -107.35, 1.80185E-009,    31.12, 9.3857E-010,   -97.13,          0,     0.00, 1.36261E-009,   -19.98
Line.LINE80, 6.25028E-009,  -169.27, 4.722E-009,   -30.36, 1.292E-008,    24.49,          0,     0.00, 9.85813E-009,    10.55, 6.25028E-009,    10.73, 4.722E-009,   149.64, 1.292E-008,  -155.51,          0,     0.00, 9.85813E-009,  -169.45
Line.LINE81, 4.42579E-011,    -9.46, 3.63798E-011,  -143.13, 2.93902E-011,    98.00,          0,     0.00, 1.04592E-011,     0.00, 4.42579E-011,   170.54, 3.63798E-011,    36.87, 2.93902E-011,   -82.00,          0,     0.00, 1.04592E-011,   180.00
Line.LINE82, 8.94882E-012,   117.22,   0.236277,  -168.23, 7.29015E-012,    86.42,          0,     0.00,   0.236277,  -168.23, 8.94882E-012,   -62.78,   0.236277,    11.77, 7.29015E-012,   -93.58,          0,     0.00,   0.236277,    11.77
Line.LINE83,    12.5782,   -48.17,    11.6112,  -168.24,    10.6077,    71.79,          0,     0.00,    1.69642,   -78.54,    12.5782,   131.83,    11.6112,    11.76,    10.6077,  -108.21,          0,     0.00,    1.69642,   101.46
Line.LINE84, 1.28354E-009,   -32.97, 5.82077E-010,   -53.13, 9.59985E-010,    75.96,          0,     0.00, 1.67518E-009,    -7.99, 1.28354E-009,   147.03, 5.82077E-010,   126.87, 9.59985E-010,  -104.04,          0,     0.00, 1.67518E-009,   172.01
Line.LINE85, 6.82303E-009,  -170.18, 4.91004E-009,   -24.51, 1.3039E-008,    23.13,          0,     0.00, 9.92292E-009,    11.16, 6.82303E-009,     9.82, 4.91004E-009,   155.49, 1.3039E-008,  -156.87,          0,     0.00, 9.92292E-009,  -168.84
Line.LINE86, 4.1159E-011,   135.00, 2.91038E-011,     0.00, 2.9457E-011,    98.88,          0,     0.00, 5.8385E-011,    94.47, 4.1159E-011,   -45.00, 2.91038E-011,   180.00, 2.9457E-011,   -81.12,          0,     0.00, 5.8385E-011,   -85.53
Line.LINE87,    12.5782,   -48.17,    11.6112,  -168.24,    10.6077,    71.79,          0,     0.00,    1.69642,   -78.54,    12.5782,   131.83,    11.6112,    11.76,    10.6077,  -108.21,          0,     0.00,    1.69642,   101.46
Line.LINE88, 7.45422E-010,   -38.66, 4.73776E-010,    79.38, 1.16415E-010,     0.00,          0,     0.00, 7.85803E-010,     0.00, 7.45422E-010,   141.34, 4.73776E-010,  -100.62, 1.16415E-010,   180.00,          0,     0.00, 7.85803E-010,   180.00
Line.LINE89, 7.40062E-009,  -177.30, 5.9557E-009,   -21.80, 1.2812E-008,    19.09,          0,     0.00, 1.03734E-008,     9.04, 7.40062E-009,     2.70, 5.9557E-009,   158.20, 1.2812E-008,  -160.91,          0,     0.00, 1.03734E-008,  -170.96
Line.LINE90,          0,     0.00, 5.82077E-011,   -90.00, 7.27596E-012,   180.00,          0,     0.00, 5.86606E-011,   -97.13,          0,     0.00, 5.82077E-011,    90.00, 7.27596E-012,     0.00,          0,     0.00, 5.86606E-011,    82.87
Line.LINE91,    12.5782,   -48.17,    11.6112,  -168.24,    10.6077,    71.79,          0,     0.00,    1.69642,   -78.54,    12.5782,   131.83,    11.6112,    11.76,    10.6077,  -108.21,          0,     0.00,    1.69642,   101.46
Line.LINE92, 2.79397E-009,   180.00, 4.65661E-009,   -36.87, 1.40935E-008,     7.59,          0,     0.00, 1.49302E-008,    -3.58, 2.79397E-009,     0.00, 4.65661E-009,   143.13, 1.40935E-008,  -172.41,          0,     0.00, 1.49302E-008,   176.42
Line.LINE93, 2.60313E-010,   153.43, 2.60313E-010,    26.57,          0,     0.00,          0,     0.00, 2.32831E-010,    90.00, 2.60313E-010,   -26.57, 2.60313E-010,  -153.43,          0,     0.00,          0,     0.00, 2.32831E-010,   -90.00
Line.LINE94,    12.5782,   -48.17,    11.6112,  -168.24,    10.6077,    71.79,          0,     0.00,    1.69642,   -78.54,    12.5782,   131.83,    11.6112,    11.76,    10.6077,  -108.21,          0,     0.00,    1.69642,   101.46
Line.LINE95, 1.67897E-009,   123.69, 3.46128E-009,  -137.73, 8.58637E-009,    12.53,          0,     0.00, 4.97735E-009,    10.78, 1.67897E-009,   -56.31, 3.46128E-009,    42.27, 8.58637E-009,  -167.47,          0,     0.00, 4.97735E-009,  -169.22
Line.LINE96, 2.60313E-010,   153.43, 3.29272E-010,    45.00, 6.9853E-010,   -90.60,          0,     0.00, 3.49322E-010,   -91.19, 2.60313E-010,   -26.57, 3.29272E-010,  -135.00, 6.9853E-010,    89.40,          0,     0.00, 3.49322E-010,    88.81
Line.LINE97,    12.5782,   -48.17,    11.6112,  -168.24,    10.6077,    71.79,          0,     0.00,    1.69642,   -78.54,    12.5782,   131.83,    11.6112,    11.76,    10.6077,  -108.21,          0,     0.00,    1.69642,   101.46
Line.LINE98, 2.63418E-009,    45.00, 1.11759E-008,     0.00, 6.71586E-009,    33.69,          0,     0.00, 1.94466E-008,    16.70, 2.63418E-009,  -135.00, 1.11759E-008,   180.00, 6.71586E-009,  -146.31,          0,     0.00, 1.94466E-008,  -163.30
Line.LINE99, 1.30156E-010,   153.43, 2.60313E-010,    26.57, 2.32859E-010,   -89.10,          0,     0.00, 1.3342E-010,   -25.87, 1.30156E-010,   -26.57, 2.60313E-010,  -153.43, 2.32859E-010,    90.90,          0,     0.00, 1.3342E-010,   154.13
Line.LINE100,    12.5782,   -48.17,    11.6112,  -168.24,    10.6077,    71.79,          0,     0.00,    1.69642,   -78.54,    12.5782,   131.83,    11.6112,    11.76,    10.6077,  -108.21,          0,     0.00,    1.69642,   101.46
Line.LINE101, 3.04566E-009,   169.82, 3.63281E-009,   -99.10, 4.62149E-009,    46.40,          0,     0.00, 4.87543E-010,   142.28, 3.04566E-009,   -10.18, 3.63281E-009,    80.90, 4.62149E-009,  -133.60,          0,     0.00, 4.87543E-010,   -37.72
Line.LINE102, 2.91038E-011,    90.00,          0,     0.00,          0,     0.00,          0,     0.00, 2.91038E-011,    90.00, 2.91038E-011,   -90.00,          0,     0.00,          0,     0.00,          0,     0.00, 2.91038E-011,   -90.00
Line.LINE103,    1.27594,   -48.20,   0.731106,  -168.23,    4.68078,    71.79,          0,     0.00,    3.70785,    64.48,    1.27594,   131.80,   0.731106,    11.77,    4.68078,  -108.21,          0,     0.00,    3.70785,  -115.52
Line.LINE104,    11.3023,   -48.16,    10.8801,  -168.24,    5.92694,    71.78,          0,     0.00,    5.16481,  -104.12,    11.3023,   131.84,    10.8801,    11.76,    5.92694,  -108.22,          0,     0.00,    5.16481,    75.88
Line.LINE105, 2.91968E-009,   175.43, 3.9735E-009,   -95.04, 5.96337E-009,    51.34,          0,     0.00, 1.04125E-009,    63.43, 2.91968E-009,    -4.57, 3.9735E-009,    84.96, 5.96337E-009,  -128.66,          0,     0.00, 1.04125E-009,  -116.57
Line.LINE106,    1.27594,   -48.20,   0.731106,  -168.23,    4.68078,    71.79,          0,     0.00,    3.70785,    64.48,    1.27594,   131.80,   0.731106,    11.77,    4.68078,  -108.21,          0,     0.00,    3.70785,  -115.52
Line.LINE107,    11.3023,   -48.16,    10.8801,  -168.24,    5.92694,    71.78,          0,     0.00,    5.16481,  -104.12,    11.3023,   131.84,    10.8801,    11.76,    5.92694,  -108.22,          0,     0.00,    5.16481,    75.88
Line.LINE108, 4.21674E-009,   173.66, 3.38406E-009,   -93.95, 5.13417E-009,    32.97,          0,     0.00, 1.64636E-010,  -135.00, 4.21674E-009,    -6.34, 3.38406E-009,    86.05, 5.13417E-009,  -147.03,          0,     0.00, 1.64636E-010,    45.00
